"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 06- 29","1,317.64","1,309.33","1,317.69","1,305.67","","0.67%"
"2023- 06- 28","1,308.90","1,299.48","1,313.46","1,297.30","","0.75%"
"2023- 06- 27","1,299.18","1,305.42","1,308.35","1,295.35","","-0.44%"
"2023- 06- 26","1,304.98","1,308.74","1,309.57","1,300.82","","-0.26%"
"2023- 06- 23","1,308.41","1,298.59","1,311.37","1,296.25","","0.79%"
"2023- 06- 22","1,298.18","1,288.74","1,303.21","1,286.10","","0.76%"
"2023- 06- 21","1,288.33","1,288.74","1,296.95","1,285.94","","0.01%"
"2023- 06- 20","1,288.23","1,283.26","1,290.36","1,277.99","","0.47%"
"2023- 06- 19","1,282.26","1,277.24","1,284.54","1,276.40","","0.48%"
"2023- 06- 16","1,276.15","1,270.40","1,280.96","1,268.08","","0.48%"
"2023- 06- 15","1,270.00","1,274.39","1,286.48","1,269.80","","-0.31%"
"2023- 06- 14","1,274.01","1,268.02","1,280.42","1,265.75","","0.50%"
"2023- 06- 13","1,267.70","1,284.86","1,285.88","1,267.07","","-1.31%"
"2023- 06- 12","1,284.54","1,287.69","1,294.65","1,282.80","","-0.22%"
"2023- 06- 09","1,287.32","1,296.59","1,298.65","1,286.58","","-0.63%"
"2023- 06- 08","1,295.47","1,308.66","1,309.30","1,296.15","","-0.98%"
"2023- 06- 07","1,308.26","1,299.61","1,309.44","1,296.23","","0.70%"
"2023- 06- 06","1,299.19","1,301.08","1,304.31","1,295.74","","-0.12%"
"2023- 06- 05","1,300.78","1,306.06","1,311.02","1,300.57","","-0.39%"
"2023- 06- 02","1,305.92","1,313.18","1,314.48","1,298.61","","-0.51%"
"2023- 06- 01","1,312.64","1,322.33","1,325.07","1,312.41","","-0.60%"
"2023- 05- 31","1,320.56","1,320.16","1,328.75","1,315.56","","0.06%"
"2023- 05- 30","1,319.76","1,324.96","1,327.01","1,316.90","","-0.33%"
"2023- 05- 29","1,324.07","1,323.43","1,326.76","1,320.98","","0.11%"
"2023- 05- 26","1,322.66","1,331.20","1,331.93","1,322.72","","-0.64%"
"2023- 05- 25","1,331.19","1,318.77","1,332.06","1,316.49","","0.97%"
"2023- 05- 24","1,318.43","1,320.26","1,322.18","1,314.28","","-0.06%"
"2023- 05- 23","1,319.21","1,314.17","1,322.53","1,307.65","","0.42%"
"2023- 05- 22","1,313.75","1,325.21","1,326.34","1,313.06","","-0.86%"
"2023- 05- 19","1,325.20","1,333.99","1,335.94","1,323.30","","-0.69%"
"2023- 05- 18","1,334.43","1,334.71","1,338.79","1,329.16","","0.01%"
"2023- 05- 17","1,334.23","1,342.78","1,343.91","1,332.44","","-0.60%"
"2023- 05- 16","1,342.35","1,335.79","1,343.63","1,332.91","","0.52%"
"2023- 05- 15","1,335.36","1,342.48","1,342.85","1,333.86","","-0.53%"
"2023- 05- 12","1,342.41","1,331.14","1,343.35","1,329.04","","0.87%"
"2023- 05- 11","1,330.83","1,318.21","1,334.74","1,315.58","","0.99%"
"2023- 05- 10","1,317.76","1,326.33","1,327.13","1,316.50","","-0.62%"
"2023- 05- 09","1,325.92","1,322.71","1,327.36","1,319.61","","0.34%"
"2023- 05- 08","1,321.49","1,317.96","1,326.23","1,317.94","","0.31%"
"2023- 05- 05","1,317.47","1,323.27","1,323.74","1,315.11","","-0.41%"
"2023- 05- 04","1,322.95","1,335.41","1,335.99","1,320.29","","-0.86%"
"2023- 05- 03","1,334.44","1,342.64","1,343.21","1,329.31","","-0.58%"
"2023- 05- 02","1,342.21","1,343.07","1,344.08","1,337.36","","0.00%"
"2023- 05- 01","1,342.18","1,338.17","1,343.95","1,336.43","","0.33%"
"2023- 04- 28","1,337.78","1,339.57","1,342.19","1,336.21","","-0.10%"
"2023- 04- 27","1,339.17","1,338.44","1,346.63","1,336.69","","0.09%"
"2023- 04- 26","1,338.01","1,341.31","1,341.95","1,334.47","","-0.21%"
"2023- 04- 25","1,340.89","1,332.94","1,344.19","1,328.19","","0.63%"
"2023- 04- 24","1,332.51","1,330.38","1,337.64","1,328.48","","0.24%"
"2023- 04- 21","1,329.36","1,324.04","1,333.07","1,321.24","","0.43%"
"2023- 04- 20","1,323.61","1,330.14","1,332.97","1,318.97","","-0.46%"
"2023- 04- 19","1,329.71","1,319.55","1,336.54","1,313.69","","0.80%"
"2023- 04- 18","1,319.13","1,319.51","1,321.44","1,315.72","","0.00%"
"2023- 04- 17","1,319.11","1,304.38","1,322.67","1,303.70","","1.16%"
"2023- 04- 14","1,304.00","1,301.94","1,307.83","1,294.29","","0.22%"
"2023- 04- 13","1,301.14","1,323.07","1,327.66","1,299.31","","-1.62%"
"2023- 04- 12","1,322.63","1,322.45","1,328.49","1,319.39","","0.05%"
"2023- 04- 11","1,322.03","1,320.99","1,324.81","1,316.26","","0.11%"
"2023- 04- 10","1,320.62","1,316.39","1,324.02","1,315.30","","0.33%"
"2023- 04- 07","1,316.30","1,318.99","1,320.22","1,314.53","","-0.17%"
"2023- 04- 06","1,318.50","1,317.36","1,322.65","1,314.65","","0.11%"
"2023- 04- 05","1,317.05","1,310.54","1,318.41","1,308.71","","0.53%"
"2023- 04- 04","1,310.08","1,308.76","1,317.58","1,304.58","","0.11%"
"2023- 04- 03","1,308.58","1,306.47","1,320.92","1,305.70","","0.19%"
"2023- 03- 31","1,306.11","1,296.97","1,308.53","1,288.35","","0.74%"
"2023- 03- 30","1,296.55","1,307.13","1,308.17","1,296.24","","-0.67%"
"2023- 03- 29","1,305.30","1,297.46","1,308.45","1,294.95","","0.64%"
"2023- 03- 28","1,297.04","1,298.35","1,301.38","1,293.24","","-0.07%"
"2023- 03- 27","1,297.92","1,295.24","1,303.91","1,294.14","","0.25%"
"2023- 03- 24","1,294.66","1,286.67","1,307.96","1,283.16","","0.66%"
"2023- 03- 23","1,286.23","1,297.58","1,300.30","1,275.81","","-0.90%"
"2023- 03- 22","1,297.85","1,303.82","1,310.36","1,288.56","","-0.43%"
"2023- 03- 21","1,303.42","1,303.87","1,311.59","1,301.99","","-0.07%"
"2023- 03- 20","1,304.36","1,309.10","1,314.03","1,299.35","","-0.31%"
"2023- 03- 17","1,308.37","1,301.84","1,309.71","1,298.24","","0.58%"
"2023- 03- 16","1,300.85","1,313.38","1,317.07","1,301.30","","-0.93%"
"2023- 03- 15","1,313.04","1,304.94","1,323.29","1,295.90","","0.65%"
"2023- 03- 14","1,304.55","1,296.94","1,314.24","1,296.23","","0.61%"
"2023- 03- 13","1,296.58","1,319.10","1,320.64","1,296.14","","-1.79%"
"2023- 03- 10","1,320.24","1,325.82","1,329.78","1,309.77","","-0.40%"
"2023- 03- 09","1,325.51","1,316.77","1,327.76","1,314.76","","0.69%"
"2023- 03- 08","1,316.38","1,318.31","1,324.56","1,312.56","","-0.14%"
"2023- 03- 07","1,318.29","1,297.85","1,320.19","1,296.60","","1.65%"
"2023- 03- 06","1,296.86","1,294.10","1,301.71","1,293.28","","0.09%"
"2023- 03- 03","1,295.73","1,311.39","1,312.18","1,294.13","","-1.16%"
"2023- 03- 02","1,310.97","1,305.83","1,317.68","1,303.84","","0.43%"
"2023- 03- 01","1,305.41","1,323.44","1,324.52","1,298.59","","-1.33%"
"2023- 02- 28","1,323.02","1,318.40","1,327.21","1,314.42","","0.43%"
"2023- 02- 27","1,317.40","1,314.55","1,325.79","1,311.97","","0.22%"
"2023- 02- 24","1,314.45","1,298.03","1,318.57","1,296.29","","1.28%"
"2023- 02- 23","1,297.89","1,303.05","1,306.55","1,293.32","","-0.37%"
"2023- 02- 22","1,302.65","1,306.16","1,307.57","1,298.52","","-0.24%"
"2023- 02- 21","1,305.75","1,296.42","1,310.20","1,293.26","","0.75%"
"2023- 02- 20","1,296.04","1,297.55","1,299.74","1,292.94","","0.01%"
"2023- 02- 17","1,295.87","1,289.94","1,303.93","1,289.52","","0.49%"
"2023- 02- 16","1,289.51","1,283.97","1,295.56","1,278.79","","0.47%"
"2023- 02- 15","1,283.54","1,272.59","1,289.01","1,272.04","","0.87%"
"2023- 02- 14","1,272.53","1,273.31","1,275.33","1,261.58","","-0.03%"
"2023- 02- 13","1,272.89","1,266.25","1,280.43","1,266.25","","0.43%"
"2023- 02- 10","1,267.45","1,264.87","1,269.71","1,259.44","","0.24%"
"2023- 02- 09","1,264.44","1,260.87","1,266.51","1,254.76","","0.32%"
"2023- 02- 08","1,260.46","1,255.81","1,262.96","1,251.40","","0.38%"
"2023- 02- 07","1,255.68","1,261.47","1,264.61","1,252.26","","-0.36%"
"2023- 02- 06","1,260.25","1,247.35","1,263.96","1,243.92","","1.03%"
"2023- 02- 03","1,247.46","1,225.19","1,250.36","1,224.08","","1.85%"
"2023- 02- 02","1,224.78","1,222.26","1,226.37","1,215.83","","0.20%"
"2023- 02- 01","1,222.28","1,233.72","1,234.22","1,220.35","","-0.89%"
"2023- 01- 31","1,233.30","1,231.88","1,239.12","1,227.83","","0.15%"
"2023- 01- 30","1,231.46","1,230.20","1,232.61","1,226.31","","0.15%"
"2023- 01- 27","1,229.62","1,232.26","1,236.55","1,227.22","","-0.18%"
"2023- 01- 26","1,231.84","1,232.97","1,235.69","1,229.21","","-0.06%"
"2023- 01- 25","1,232.57","1,232.98","1,237.88","1,230.28","","0.00%"
"2023- 01- 24","1,232.57","1,230.38","1,237.99","1,228.90","","0.21%"
"2023- 01- 23","1,229.97","1,230.35","1,233.78","1,224.96","","0.09%"
"2023- 01- 20","1,228.86","1,232.63","1,238.44","1,229.53","","-0.27%"
"2023- 01- 19","1,232.21","1,238.11","1,242.45","1,231.53","","-0.44%"
"2023- 01- 18","1,237.69","1,237.36","1,247.12","1,225.56","","0.03%"
"2023- 01- 17","1,237.34","1,241.98","1,242.59","1,235.77","","-0.34%"
"2023- 01- 16","1,241.61","1,237.10","1,242.73","1,231.51","","0.35%"
"2023- 01- 13","1,237.26","1,239.51","1,246.42","1,233.79","","-0.15%"
"2023- 01- 12","1,239.12","1,242.41","1,247.73","1,234.95","","-0.27%"
"2023- 01- 11","1,242.50","1,241.22","1,250.48","1,238.10","","0.14%"
"2023- 01- 10","1,240.80","1,239.69","1,248.82","1,235.71","","0.12%"
"2023- 01- 09","1,239.28","1,254.50","1,254.70","1,234.54","","-1.13%"
"2023- 01- 06","1,253.50","1,274.58","1,275.33","1,251.84","","-1.63%"
"2023- 01- 05","1,274.26","1,271.39","1,279.14","1,267.05","","0.26%"
"2023- 01- 04","1,270.98","1,279.59","1,280.77","1,269.04","","-0.63%"
"2023- 01- 03","1,279.10","1,269.93","1,281.23","1,264.35","","0.79%"
"2023- 01- 02","1,269.03","1,261.95","1,274.86","1,260.65","","0.64%"
"2022- 12- 30","1,260.92","1,261.24","1,265.34","1,253.26","","0.01%"
"2022- 12- 29","1,260.85","1,274.71","1,275.32","1,259.19","","-1.06%"
"2022- 12- 28","1,274.37","1,272.25","1,276.66","1,265.57","","0.20%"
"2022- 12- 27","1,271.79","1,274.91","1,275.63","1,264.85","","-0.17%"
"2022- 12- 26","1,273.91","1,279.80","1,282.20","1,273.89","","-0.44%"
"2022- 12- 23","1,279.55","1,291.94","1,292.57","1,278.05","","-0.94%"
"2022- 12- 22","1,291.64","1,280.37","1,292.51","1,272.36","","0.97%"
"2022- 12- 21","1,279.21","1,284.06","1,289.91","1,279.91","","-0.35%"
"2022- 12- 20","1,283.71","1,301.65","1,305.45","1,281.52","","-1.35%"
"2022- 12- 19","1,301.29","1,311.55","1,311.58","1,296.85","","-0.62%"
"2022- 12- 16","1,309.47","1,319.51","1,320.05","1,304.73","","-0.69%"
"2022- 12- 15","1,318.51","1,295.91","1,320.61","1,293.61","","1.78%"
"2022- 12- 14","1,295.42","1,289.57","1,302.55","1,288.77","","0.49%"
"2022- 12- 13","1,289.13","1,307.07","1,309.66","1,288.79","","-1.30%"
"2022- 12- 12","1,306.08","1,303.95","1,314.15","1,303.26","","0.17%"
"2022- 12- 09","1,303.87","1,316.82","1,318.23","1,298.73","","-0.91%"
"2022- 12- 08","1,315.83","1,314.77","1,323.95","1,314.48","","0.11%"
"2022- 12- 07","1,314.38","1,320.13","1,326.55","1,312.56","","-0.41%"
"2022- 12- 06","1,319.79","1,305.73","1,323.12","1,301.45","","1.10%"
"2022- 12- 05","1,305.49","1,299.17","1,307.05","1,289.40","","0.59%"
"2022- 12- 02","1,297.89","1,304.56","1,308.34","1,295.47","","-0.49%"
"2022- 12- 01","1,304.23","1,301.72","1,308.23","1,295.15","","0.20%"
"2022- 11- 30","1,301.65","1,325.67","1,330.01","1,300.60","","-1.79%"
"2022- 11- 29","1,325.36","1,341.53","1,342.89","1,322.84","","-1.07%"
"2022- 11- 28","1,339.75","1,335.95","1,342.87","1,332.43","","0.39%"
"2022- 11- 25","1,334.48","1,328.03","1,336.78","1,319.27","","0.59%"
"2022- 11- 24","1,326.69","1,337.09","1,340.75","1,324.12","","-0.76%"
"2022- 11- 23","1,336.85","1,353.01","1,355.86","1,335.96","","-1.17%"
"2022- 11- 22","1,352.65","1,359.61","1,362.97","1,351.01","","-0.49%"
"2022- 11- 21","1,359.30","1,341.55","1,362.64","1,341.44","","1.46%"
"2022- 11- 18","1,339.71","1,342.99","1,344.94","1,335.85","","-0.22%"
"2022- 11- 17","1,342.65","1,337.00","1,352.56","1,330.45","","0.45%"
"2022- 11- 16","1,336.65","1,316.56","1,339.09","1,315.17","","1.55%"
"2022- 11- 15","1,316.21","1,324.27","1,327.51","1,308.13","","-0.58%"
"2022- 11- 14","1,323.87","1,319.50","1,332.06","1,309.20","","0.77%"
"2022- 11- 11","1,313.69","1,350.14","1,350.69","1,313.20","","-2.68%"
"2022- 11- 10","1,349.82","1,371.30","1,383.94","1,349.41","","-1.55%"
"2022- 11- 09","1,371.13","1,375.04","1,380.48","1,357.22","","-0.28%"
"2022- 11- 08","1,375.03","1,393.43","1,395.30","1,370.43","","-1.25%"
"2022- 11- 07","1,392.44","1,411.80","1,413.26","1,390.20","","-0.77%"
"2022- 11- 04","1,403.29","1,424.06","1,429.45","1,401.05","","-1.43%"
"2022- 11- 03","1,423.70","1,424.95","1,428.78","1,417.83","","0.80%"
"2022- 11- 02","1,412.45","1,417.08","1,421.40","1,409.67","","-0.30%"
"2022- 11- 01","1,416.73","1,427.03","1,429.59","1,411.77","","-0.64%"
"2022- 10- 31","1,425.83","1,422.05","1,429.69","1,418.31","","0.29%"
"2022- 10- 28","1,421.66","1,421.67","1,428.10","1,414.22","","0.03%"
"2022- 10- 27","1,421.23","1,412.85","1,425.51","1,411.95","","0.62%"
"2022- 10- 26","1,412.52","1,427.26","1,432.60","1,410.44","","-1.01%"
"2022- 10- 25","1,426.92","1,444.94","1,445.36","1,424.58","","-1.23%"
"2022- 10- 24","1,444.63","1,431.05","1,446.62","1,428.58","","1.14%"
"2022- 10- 21","1,428.32","1,430.58","1,444.59","1,428.51","","-0.13%"
"2022- 10- 20","1,430.20","1,435.17","1,436.85","1,422.35","","-0.33%"
"2022- 10- 19","1,434.88","1,425.33","1,437.07","1,413.44","","0.69%"
"2022- 10- 18","1,425.02","1,431.69","1,432.51","1,418.36","","-0.40%"
"2022- 10- 17","1,430.71","1,442.45","1,442.70","1,429.24","","-0.68%"
"2022- 10- 14","1,440.44","1,430.60","1,442.39","1,424.85","","0.68%"
"2022- 10- 13","1,430.69","1,424.90","1,444.09","1,423.47","","0.44%"
"2022- 10- 12","1,424.49","1,431.81","1,436.55","1,422.37","","-0.48%"
"2022- 10- 11","1,431.42","1,428.97","1,438.69","1,427.03","","0.27%"
"2022- 10- 10","1,427.61","1,421.95","1,430.77","1,421.95","","0.19%"
"2022- 10- 07","1,424.94","1,408.62","1,425.56","1,402.00","","1.18%"
"2022- 10- 06","1,408.31","1,417.05","1,417.62","1,397.24","","-0.52%"
"2022- 10- 05","1,415.63","1,416.34","1,424.23","1,410.05","","0.01%"
"2022- 10- 04","1,415.53","1,432.57","1,436.61","1,416.11","","-1.25%"
"2022- 10- 03","1,433.45","1,440.23","1,445.78","1,433.78","","-0.45%"
"2022- 09- 30","1,439.96","1,430.42","1,442.33","1,427.97","","0.70%"
"2022- 09- 29","1,429.99","1,424.20","1,442.17","1,422.56","","0.39%"
"2022- 09- 28","1,424.48","1,426.67","1,445.64","1,424.80","","-0.13%"
"2022- 09- 27","1,426.32","1,430.61","1,432.10","1,419.02","","-0.27%"
"2022- 09- 26","1,430.19","1,421.30","1,435.20","1,419.35","","0.62%"
"2022- 09- 23","1,421.34","1,407.07","1,423.80","1,404.04","","1.22%"
"2022- 09- 22","1,404.23","1,397.72","1,414.85","1,396.35","","0.47%"
"2022- 09- 21","1,397.71","1,392.91","1,398.85","1,388.40","","0.37%"
"2022- 09- 20","1,392.50","1,390.33","1,395.27","1,387.26","","0.17%"
"2022- 09- 19","1,390.08","1,385.95","1,396.46","1,384.00","","0.38%"
"2022- 09- 16","1,384.77","1,397.70","1,399.31","1,383.20","","-0.98%"
"2022- 09- 15","1,398.41","1,391.44","1,400.38","1,389.99","","0.53%"
"2022- 09- 14","1,391.01","1,392.37","1,396.25","1,388.88","","-0.26%"
"2022- 09- 13","1,394.68","1,375.25","1,395.26","1,371.40","","1.46%"
"2022- 09- 12","1,374.63","1,380.06","1,384.24","1,373.04","","-0.37%"
"2022- 09- 09","1,379.77","1,384.88","1,385.60","1,374.16","","-0.35%"
"2022- 09- 08","1,384.55","1,375.39","1,387.74","1,374.41","","0.54%"
"2022- 09- 07","1,377.11","1,378.52","1,391.28","1,377.12","","0.00%"
"2022- 09- 06","1,377.07","1,370.53","1,381.10","1,364.35","","0.56%"
"2022- 09- 05","1,369.39","1,363.68","1,374.99","1,361.31","","0.61%"
"2022- 09- 02","1,361.15","1,356.79","1,364.85","1,352.23","","0.39%"
"2022- 09- 01","1,355.82","1,341.76","1,359.49","1,341.10","","1.09%"
"2022- 08- 31","1,341.19","1,350.55","1,352.58","1,337.60","","-0.64%"
"2022- 08- 30","1,349.77","1,345.98","1,353.54","1,344.46","","0.31%"
"2022- 08- 29","1,345.62","1,342.18","1,352.30","1,342.03","","0.28%"
"2022- 08- 26","1,341.81","1,334.96","1,342.83","1,328.26","","0.56%"
"2022- 08- 25","1,334.32","1,340.96","1,342.42","1,333.36","","-0.47%"
"2022- 08- 24","1,340.60","1,339.54","1,344.81","1,337.75","","0.11%"
"2022- 08- 23","1,339.17","1,343.73","1,347.01","1,334.64","","-0.32%"
"2022- 08- 22","1,343.43","1,335.78","1,346.82","1,334.29","","0.59%"
"2022- 08- 19","1,335.61","1,327.23","1,338.42","1,324.15","","0.66%"
"2022- 08- 18","1,326.84","1,315.25","1,329.42","1,312.55","","0.91%"
"2022- 08- 17","1,314.88","1,311.40","1,317.88","1,308.20","","0.29%"
"2022- 08- 16","1,311.04","1,313.55","1,314.21","1,307.77","","0.04%"
"2022- 08- 15","1,310.52","1,302.34","1,312.60","1,302.16","","0.71%"
"2022- 08- 12","1,301.31","1,307.05","1,307.62","1,299.34","","-0.29%"
"2022- 08- 11","1,305.14","1,297.54","1,305.68","1,296.48","","0.60%"
"2022- 08- 10","1,297.33","1,307.52","1,312.06","1,297.49","","-0.67%"
"2022- 08- 09","1,306.14","1,300.11","1,308.74","1,299.39","","0.54%"
"2022- 08- 08","1,299.10","1,303.70","1,307.48","1,298.70","","-0.24%"
"2022- 08- 05","1,302.24","1,302.81","1,305.85","1,294.54","","-0.01%"
"2022- 08- 04","1,302.41","1,308.23","1,312.49","1,301.85","","-0.41%"
"2022- 08- 03","1,307.82","1,315.30","1,315.98","1,306.40","","-0.30%"
"2022- 08- 02","1,311.82","1,307.74","1,313.33","1,304.20","","0.34%"
"2022- 08- 01","1,307.33","1,303.29","1,309.99","1,301.09","","0.33%"
"2022- 07- 29","1,302.97","1,296.07","1,309.40","1,295.55","","0.58%"
"2022- 07- 28","1,295.47","1,306.37","1,309.68","1,296.07","","-0.81%"
"2022- 07- 27","1,306.08","1,311.03","1,316.68","1,305.74","","-0.31%"
"2022- 07- 26","1,310.10","1,311.47","1,313.60","1,306.75","","-0.08%"
"2022- 07- 25","1,311.12","1,310.60","1,313.97","1,307.33","","0.08%"
"2022- 07- 22","1,310.01","1,306.66","1,316.22","1,306.22","","0.29%"
"2022- 07- 21","1,306.16","1,313.70","1,316.88","1,306.55","","-0.53%"
"2022- 07- 20","1,313.10","1,304.38","1,314.22","1,302.35","","0.61%"
"2022- 07- 19","1,305.12","1,319.20","1,319.99","1,305.38","","-1.00%"
"2022- 07- 18","1,318.30","1,319.15","1,322.13","1,312.97","","0.04%"
"2022- 07- 15","1,317.74","1,317.57","1,329.58","1,316.60","","0.10%"
"2022- 07- 14","1,316.41","1,305.10","1,327.31","1,303.55","","0.90%"
"2022- 07- 13","1,304.73","1,306.45","1,310.83","1,301.75","","-0.04%"
"2022- 07- 12","1,305.21","1,311.16","1,316.73","1,305.01","","-0.43%"
"2022- 07- 11","1,310.81","1,294.79","1,314.39","1,294.62","","1.25%"
"2022- 07- 08","1,294.68","1,297.97","1,303.68","1,292.29","","-0.23%"
"2022- 07- 07","1,297.62","1,305.14","1,308.74","1,295.90","","-0.55%"
"2022- 07- 06","1,304.79","1,309.09","1,311.02","1,302.81","","-0.32%"
"2022- 07- 05","1,308.95","1,296.06","1,315.57","1,293.68","","1.01%"
"2022- 07- 04","1,295.87","1,298.92","1,300.16","1,292.05","","-0.22%"
"2022- 07- 01","1,298.67","1,288.05","1,302.81","1,287.80","","0.87%"
"2022- 06- 30","1,287.51","1,301.96","1,304.24","1,287.35","","-1.11%"
"2022- 06- 29","1,301.90","1,292.43","1,302.80","1,289.34","","0.76%"
"2022- 06- 28","1,292.06","1,286.63","1,293.00","1,281.46","","0.45%"
"2022- 06- 27","1,286.31","1,289.29","1,293.35","1,280.58","","-0.20%"
"2022- 06- 24","1,288.89","1,300.14","1,302.32","1,288.11","","-0.84%"
"2022- 06- 23","1,299.81","1,297.69","1,307.92","1,296.32","","0.17%"
"2022- 06- 22","1,297.58","1,292.08","1,305.26","1,290.69","","0.45%"
"2022- 06- 21","1,291.72","1,292.55","1,294.29","1,287.34","","0.01%"
"2022- 06- 20","1,291.54","1,291.50","1,296.26","1,287.91","","0.02%"
"2022- 06- 17","1,291.26","1,288.57","1,296.67","1,282.29","","0.24%"
"2022- 06- 16","1,288.23","1,278.38","1,296.59","1,277.06","","0.81%"
"2022- 06- 15","1,277.90","1,289.92","1,293.72","1,278.02","","-0.90%"
"2022- 06- 14","1,289.57","1,291.88","1,292.65","1,285.25","","-0.16%"
"2022- 06- 13","1,291.68","1,279.43","1,294.37","1,278.88","","0.97%"
"2022- 06- 10","1,279.32","1,264.38","1,283.85","1,263.14","","1.21%"
"2022- 06- 09","1,264.04","1,257.22","1,267.19","1,253.34","","0.58%"
"2022- 06- 08","1,256.81","1,254.85","1,258.92","1,253.17","","0.20%"
"2022- 06- 07","1,254.36","1,254.80","1,260.15","1,253.06","","-0.01%"
"2022- 06- 06","1,254.45","1,251.86","1,255.70","1,248.23","","0.31%"
"2022- 06- 03","1,250.58","1,241.14","1,252.23","1,238.47","","0.83%"
"2022- 06- 02","1,240.32","1,247.23","1,255.04","1,240.67","","-0.53%"
"2022- 06- 01","1,246.89","1,242.48","1,248.58","1,240.29","","0.37%"
"2022- 05- 31","1,242.26","1,235.60","1,243.89","1,234.72","","0.60%"
"2022- 05- 30","1,234.85","1,251.10","1,253.58","1,234.55","","-1.37%"
"2022- 05- 27","1,251.99","1,260.29","1,262.13","1,248.85","","-0.64%"
"2022- 05- 26","1,260.02","1,266.55","1,269.73","1,259.34","","-0.50%"
"2022- 05- 25","1,266.41","1,261.14","1,271.95","1,260.06","","0.43%"
"2022- 05- 24","1,261.03","1,258.87","1,266.72","1,258.21","","0.25%"
"2022- 05- 23","1,257.88","1,270.41","1,272.97","1,258.36","","-1.23%"
"2022- 05- 20","1,273.59","1,263.99","1,277.18","1,263.05","","0.87%"
"2022- 05- 19","1,262.61","1,276.00","1,280.63","1,261.35","","-1.00%"
"2022- 05- 18","1,275.33","1,266.80","1,276.98","1,263.93","","0.70%"
"2022- 05- 17","1,266.50","1,280.64","1,281.44","1,264.02","","-1.08%"
"2022- 05- 16","1,280.38","1,278.56","1,286.56","1,276.16","","0.15%"
"2022- 05- 13","1,278.45","1,290.87","1,291.74","1,278.22","","-0.95%"
"2022- 05- 12","1,290.72","1,279.14","1,293.14","1,278.47","","0.91%"
"2022- 05- 11","1,279.03","1,276.63","1,280.55","1,272.35","","0.20%"
"2022- 05- 10","1,276.48","1,275.01","1,278.94","1,271.37","","0.17%"
"2022- 05- 09","1,274.28","1,270.41","1,278.35","1,270.29","","0.34%"
"2022- 05- 06","1,269.99","1,269.56","1,276.46","1,266.98","","0.06%"
"2022- 05- 05","1,269.20","1,251.53","1,274.36","1,250.42","","1.41%"
"2022- 05- 04","1,251.51","1,260.95","1,267.49","1,250.61","","-0.70%"
"2022- 05- 03","1,260.35","1,267.64","1,268.77","1,260.11","","-0.56%"
"2022- 05- 02","1,267.51","1,264.65","1,270.75","1,262.88","","0.35%"
"2022- 04- 29","1,263.03","1,272.38","1,273.06","1,254.87","","-0.71%"
"2022- 04- 28","1,272.11","1,266.40","1,276.56","1,264.27","","0.46%"
"2022- 04- 27","1,266.27","1,260.98","1,270.72","1,260.89","","0.44%"
"2022- 04- 26","1,260.67","1,250.22","1,261.43","1,245.14","","0.85%"
"2022- 04- 25","1,250.10","1,244.40","1,253.77","1,243.63","","0.48%"
"2022- 04- 22","1,244.11","1,242.34","1,247.45","1,238.45","","0.10%"
"2022- 04- 21","1,242.81","1,233.98","1,244.95","1,233.85","","0.74%"
"2022- 04- 20","1,233.66","1,239.81","1,241.04","1,232.37","","-0.47%"
"2022- 04- 19","1,239.53","1,235.45","1,242.67","1,233.17","","0.35%"
"2022- 04- 18","1,235.22","1,229.08","1,235.81","1,228.88","","0.57%"
"2022- 04- 15","1,228.19","1,230.26","1,232.11","1,227.01","","-0.16%"
"2022- 04- 14","1,230.15","1,223.36","1,231.57","1,222.61","","0.57%"
"2022- 04- 13","1,223.23","1,228.15","1,231.69","1,221.71","","-0.39%"
"2022- 04- 12","1,228.08","1,234.90","1,238.63","1,224.52","","-0.51%"
"2022- 04- 11","1,234.32","1,228.95","1,236.81","1,228.94","","0.42%"
"2022- 04- 08","1,229.19","1,222.76","1,230.86","1,221.29","","0.54%"
"2022- 04- 07","1,222.55","1,217.60","1,223.95","1,216.37","","0.42%"
"2022- 04- 06","1,217.48","1,218.82","1,221.95","1,215.85","","-0.06%"
"2022- 04- 05","1,218.22","1,214.49","1,220.31","1,210.31","","0.37%"
"2022- 04- 04","1,213.75","1,219.80","1,220.26","1,213.54","","-0.49%"
"2022- 04- 01","1,219.73","1,215.13","1,220.27","1,214.39","","0.46%"
"2022- 03- 31","1,214.17","1,210.51","1,215.47","1,208.16","","0.32%"
"2022- 03- 30","1,210.31","1,208.19","1,213.22","1,207.06","","0.25%"
"2022- 03- 29","1,207.35","1,223.82","1,225.12","1,207.27","","-1.33%"
"2022- 03- 28","1,223.65","1,224.40","1,227.86","1,222.27","","-0.12%"
"2022- 03- 25","1,225.08","1,221.00","1,226.31","1,216.35","","0.45%"
"2022- 03- 24","1,219.58","1,219.02","1,225.05","1,217.10","","0.08%"
"2022- 03- 23","1,218.62","1,215.19","1,219.80","1,210.91","","0.29%"
"2022- 03- 22","1,215.07","1,218.82","1,223.92","1,214.51","","-0.20%"
"2022- 03- 21","1,217.55","1,211.55","1,219.23","1,210.39","","0.53%"
"2022- 03- 18","1,211.15","1,210.58","1,217.27","1,207.01","","0.10%"
"2022- 03- 17","1,209.89","1,224.95","1,227.70","1,207.83","","-1.26%"
"2022- 03- 16","1,225.35","1,241.66","1,244.06","1,225.32","","-1.23%"
